quest,questType,entity,entityType,role,score,reviewNeeded,reasons,sourceUrl,evidence
Song of the Elves,quest,Councillor Halgrive,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,"After the second part, the fight pauses and you can bank and resupply if necessary. Talk to Elena or Councillor Halgrive to commence the battle of East Ardougne. Some of the NPCs are on the . / Category:Song of the Elves"
Song of the Elves,quest,Councillor Halgrive,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,"After the second part, the fight pauses and you can bank and resupply if necessary. Talk to Elena or Councillor Halgrive to commence the battle of East Ardougne. Some of the NPCs are on the . / Category:Song of the Elves"
Song of the Elves,quest,Crystal Whirlwind,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Doctor Orbon,npc,helper,0.92,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,*Talk to Doctor Orbon in the church about retraining (+6) / Category:Song of the Elves
Song of the Elves,quest,Doctor Orbon,npc,story,0.93,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,*Talk to Doctor Orbon in the church about retraining (+6) / Category:Song of the Elves
Song of the Elves,quest,Edmond,npc,helper,0.98,False,quest category match; entity infobox quest field match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,"Talk to Edmond, who can be found at his home in East Ardougne, north of the Flying Horse Inn. / Edmond / |start = Talk to Edmond, who can be found at his home in East Ardougne, north of the Flying Horse Inn."
Song of the Elves,quest,Edmond,npc,start,1.0,False,quest category match; entity infobox quest field match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,"Talk to Edmond, who can be found at his home in East Ardougne, north of the Flying Horse Inn. / Edmond / |start = Talk to Edmond, who can be found at his home in East Ardougne, north of the Flying Horse Inn."
Song of the Elves,quest,Edmond,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,"Talk to Edmond, who can be found at his home in East Ardougne, north of the Flying Horse Inn. / Edmond / |start = Talk to Edmond, who can be found at his home in East Ardougne, north of the Flying Horse Inn."
Song of the Elves,quest,Elena,npc,helper,0.92,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,"Go to the basement of the Ardougne Castle. Here, a guard will stop you. You will tell him your name is Tim, Sue, or Sam, and be allowed to continue. Talk to Elena in the prison; she will tell you she wants to escape through a grate into the / Once ready for the fight, return to the Rehnison Household in West Ardougne. Enter the basement under the bed and talk to Elena to begin the battle of West Ardougne. / You will be asked to create the potion. Talk to Elena next to the pond, and plant a cadantine seed in the nearby farming patch, which is specially treated to yield elder cadantine. Elena will ask you to check if Arianwyn and Baxtorian have "
Song of the Elves,quest,Elena,npc,story,0.93,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,"Go to the basement of the Ardougne Castle. Here, a guard will stop you. You will tell him your name is Tim, Sue, or Sam, and be allowed to continue. Talk to Elena in the prison; she will tell you she wants to escape through a grate into the / Once ready for the fight, return to the Rehnison Household in West Ardougne. Enter the basement under the bed and talk to Elena to begin the battle of West Ardougne. / You will be asked to create the potion. Talk to Elena next to the pond, and plant a cadantine seed in the nearby farming patch, which is specially treated to yield elder cadantine. Elena will ask you to check if Arianwyn and Baxtorian have "
Song of the Elves,quest,Eluned,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,"Talk to Eluned (found in south-west Lletya, north of the patch where you planted the cadantine) to ask her to enchant the crystal seed before proceeding with the quest. / Category:Song of the Elves"
Song of the Elves,quest,Eluned,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,"Talk to Eluned (found in south-west Lletya, north of the patch where you planted the cadantine) to ask her to enchant the crystal seed before proceeding with the quest. / Category:Song of the Elves"
Song of the Elves,quest,Elven Scout,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Eoin,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Essyllt,npc,enemy,0.99,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,"*21 Mourners (level 24, 51, and 106) *Paladin (level 49 and 118) *Knight of Ardougne (level 27 and 53) *Several Iorwerth Archers and Warriors (level 90 and 108) *Arianwyn (level 212) *Essyllt (level 236) *Fragment of Seren (level 494) / Category:Song of the Elves"
Song of the Elves,quest,Essyllt,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,"*21 Mourners (level 24, 51, and 106) *Paladin (level 49 and 118) *Knight of Ardougne (level 27 and 53) *Several Iorwerth Archers and Warriors (level 90 and 108) *Arianwyn (level 212) *Essyllt (level 236) *Fragment of Seren (level 494) / Category:Song of the Elves"
Song of the Elves,quest,Estate agent,npc,helper,0.92,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,*Talk to the estate agent and tell him about the new taxes (+2) / Category:Song of the Elves
Song of the Elves,quest,Estate agent,npc,story,0.93,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,*Talk to the estate agent and tell him about the new taxes (+2) / Category:Song of the Elves
Song of the Elves,quest,Executioner (Song of the Elves),npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Fragment of Seren,monster,enemy,0.99,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,"*21 Mourners (level 24, 51, and 106) *Paladin (level 49 and 118) *Knight of Ardougne (level 27 and 53) *Several Iorwerth Archers and Warriors (level 90 and 108) *Arianwyn (level 212) *Essyllt (level 236) *Fragment of Seren (level 494) / Category:Song of the Elves"
Song of the Elves,quest,Fragment of Seren,monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,"*21 Mourners (level 24, 51, and 106) *Paladin (level 49 and 118) *Knight of Ardougne (level 27 and 53) *Several Iorwerth Archers and Warriors (level 90 and 108) *Arianwyn (level 212) *Essyllt (level 236) *Fragment of Seren (level 494) / Category:Song of the Elves"
Song of the Elves,quest,Fur trader (East Ardougne),npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Gem merchant,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,General Hining,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Gnome (Mourner Headquarters),npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Hooded Figure,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Ilfeen,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Iona,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Iorwerth Archer,monster,enemy,0.99,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,"*21 Mourners (level 24, 51, and 106) *Paladin (level 49 and 118) *Knight of Ardougne (level 27 and 53) *Several Iorwerth Archers and Warriors (level 90 and 108) *Arianwyn (level 212) *Essyllt (level 236) *Fragment of Seren (level 494) / Category:Song of the Elves"
Song of the Elves,quest,Iorwerth Archer,monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,"*21 Mourners (level 24, 51, and 106) *Paladin (level 49 and 118) *Knight of Ardougne (level 27 and 53) *Several Iorwerth Archers and Warriors (level 90 and 108) *Arianwyn (level 212) *Essyllt (level 236) *Fragment of Seren (level 494) / Category:Song of the Elves"
Song of the Elves,quest,Iorwerth Warrior,monster,enemy,0.99,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,"*21 Mourners (level 24, 51, and 106) *Paladin (level 49 and 118) *Knight of Ardougne (level 27 and 53) *Several Iorwerth Archers and Warriors (level 90 and 108) *Arianwyn (level 212) *Essyllt (level 236) *Fragment of Seren (level 494) / Category:Song of the Elves"
Song of the Elves,quest,Iorwerth Warrior,monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,"*21 Mourners (level 24, 51, and 106) *Paladin (level 49 and 118) *Knight of Ardougne (level 27 and 53) *Several Iorwerth Archers and Warriors (level 90 and 108) *Arianwyn (level 212) *Essyllt (level 236) *Fragment of Seren (level 494) / Category:Song of the Elves"
Song of the Elves,quest,Islwyn,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Jethick,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Kamen,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Kelyn,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Kilron,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,King Lathas,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Klank,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Knight of Ardougne,monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Knight of Ardougne (NPC),npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Knight of Ardougne (Song of the Elves),monster,enemy,0.99,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,"*21 Mourners (level 24, 51, and 106) *Paladin (level 49 and 118) *Knight of Ardougne (level 27 and 53) *Several Iorwerth Archers and Warriors (level 90 and 108) *Arianwyn (level 212) *Essyllt (level 236) *Fragment of Seren (level 494) / Category:Song of the Elves"
Song of the Elves,quest,Knight of Ardougne (Song of the Elves),monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,"*21 Mourners (level 24, 51, and 106) *Paladin (level 49 and 118) *Knight of Ardougne (level 27 and 53) *Several Iorwerth Archers and Warriors (level 90 and 108) *Arianwyn (level 212) *Essyllt (level 236) *Fragment of Seren (level 494) / Category:Song of the Elves"
Song of the Elves,quest,Kortan,npc,helper,0.92,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,*Talk to Kortan or Aemad in the general store about taxes (+4) / Category:Song of the Elves
Song of the Elves,quest,Kortan,npc,story,0.93,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,*Talk to Kortan or Aemad in the general store about taxes (+4) / Category:Song of the Elves
Song of the Elves,quest,Lady Carys Hefin,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Lady Ffion Meilyr,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Lady Tangwen Trahaearn,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Lord Baxtorian Cadarn,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Lord Iestin Iorwerth,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Lord Ieuan Amlodd,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Lord Iorwerth,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Lord Piquan Crwys,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Man (Song of the Elves),npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Martha Rehnison,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Mawrth,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Memory of Seren,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Morvran,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Mourner,monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Mourner (Song of the Elves),monster,enemy,0.99,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,"*21 Mourners (level 24, 51, and 106) *Paladin (level 49 and 118) *Knight of Ardougne (level 27 and 53) *Several Iorwerth Archers and Warriors (level 90 and 108) *Arianwyn (level 212) *Essyllt (level 236) *Fragment of Seren (level 494) / Category:Song of the Elves"
Song of the Elves,quest,Mourner (Song of the Elves),monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,"*21 Mourners (level 24, 51, and 106) *Paladin (level 49 and 118) *Knight of Ardougne (level 27 and 53) *Several Iorwerth Archers and Warriors (level 90 and 108) *Arianwyn (level 212) *Essyllt (level 236) *Fragment of Seren (level 494) / Category:Song of the Elves"
Song of the Elves,quest,Niloof,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Nurse Sarah,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,*Tell Nurse Sarah in the south-west corner of the city behind the church about retraining (south-west of Church) (+6) / Category:Song of the Elves
Song of the Elves,quest,Nurse Sarah,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,*Tell Nurse Sarah in the south-west corner of the city behind the church about retraining (south-west of Church) (+6) / Category:Song of the Elves
Song of the Elves,quest,Omart,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Paladin,monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Paladin (Song of the Elves),monster,enemy,0.99,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,"*21 Mourners (level 24, 51, and 106) *Paladin (level 49 and 118) *Knight of Ardougne (level 27 and 53) *Several Iorwerth Archers and Warriors (level 90 and 108) *Arianwyn (level 212) *Essyllt (level 236) *Fragment of Seren (level 494) / Category:Song of the Elves"
Song of the Elves,quest,Paladin (Song of the Elves),monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,"*21 Mourners (level 24, 51, and 106) *Paladin (level 49 and 118) *Knight of Ardougne (level 27 and 53) *Several Iorwerth Archers and Warriors (level 90 and 108) *Arianwyn (level 212) *Essyllt (level 236) *Fragment of Seren (level 494) / Category:Song of the Elves"
Song of the Elves,quest,Priest (East Ardougne),npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,*Talk to the priest in the church about the new taxes (+6) / Category:Song of the Elves
Song of the Elves,quest,Priest (East Ardougne),npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,*Talk to the priest in the church about the new taxes (+6) / Category:Song of the Elves
Song of the Elves,quest,Priest (West Ardougne),npc,helper,0.92,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,*Talk to the priest and ask for taxes (+6) / Category:Song of the Elves
Song of the Elves,quest,Priest (West Ardougne),npc,story,0.93,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,*Talk to the priest and ask for taxes (+6) / Category:Song of the Elves
Song of the Elves,quest,Probita,npc,helper,0.92,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,*Talk to Probita (Pet Store) about taxes (+2) / Category:Song of the Elves
Song of the Elves,quest,Probita,npc,story,0.93,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,*Talk to Probita (Pet Store) about taxes (+2) / Category:Song of the Elves
Song of the Elves,quest,Rebel Archer,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Rebel Scout,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Rebel Warrior,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Resistance Fighter,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Richard (Ardougne),npc,helper,0.92,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,*Talk to Richard at the farm north of Ardougne about the new taxes (+4) / Category:Song of the Elves
Song of the Elves,quest,Richard (Ardougne),npc,story,0.93,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,*Talk to Richard at the farm north of Ardougne about the new taxes (+4) / Category:Song of the Elves
Song of the Elves,quest,Silk merchant,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Silver merchant,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Spice seller,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Ted Rehnison,npc,helper,0.92,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,"After you bring the sulphuric acid to Elena, go back and talk to Edmond while she escapes. He will tell you she already came by and is hiding to avoid being recaptured, but tells you that she is hiding in the Rehnison household in West Ardo / Category:Song of the Elves"
Song of the Elves,quest,Ted Rehnison,npc,story,0.93,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,"After you bring the sulphuric acid to Elena, go back and talk to Edmond while she escapes. He will tell you she already came by and is hiding to avoid being recaptured, but tells you that she is hiding in the Rehnison household in West Ardo / Category:Song of the Elves"
Song of the Elves,quest,Thorgel,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Town Crier,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Tyras guard,monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Woman (Song of the Elves),npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,Category:Song of the Elves
Song of the Elves,quest,Ysgawyn,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,"Baxtorian asks you in private to find Ysgawyn, who has been acting unusually suspicious. He tells you Elena, who is by the pond and patch where you planted the cadantine seed earlier, was the last person who saw him, and advises you to spea / Category:Song of the Elves"
Song of the Elves,quest,Ysgawyn,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,"Baxtorian asks you in private to find Ysgawyn, who has been acting unusually suspicious. He tells you Elena, who is by the pond and patch where you planted the cadantine seed earlier, was the last person who saw him, and advises you to spea / Category:Song of the Elves"
Song of the Elves,quest,Zenesha,npc,helper,0.92,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,*Talk to Zenesha (the armour store owner south of the square) about the new taxes (+3) / Category:Song of the Elves
Song of the Elves,quest,Zenesha,npc,story,0.93,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Song_of_the_Elves,*Talk to Zenesha (the armour store owner south of the square) about the new taxes (+3) / Category:Song of the Elves
Spirits of the Elid,quest,Awusah the Mayor,npc,helper,0.98,False,quest category match; entity infobox quest field match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Spirits_of_the_Elid,"Awusah the Mayor / To start this quest, head to Nardah and speak to Awusah the Mayor. He will tell you that there is a curse on the town, and there is no more water available to the people anymore. / Category:Spirits of the Elid"
Spirits of the Elid,quest,Awusah the Mayor,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Spirits_of_the_Elid,"Awusah the Mayor / To start this quest, head to Nardah and speak to Awusah the Mayor. He will tell you that there is a curse on the town, and there is no more water available to the people anymore. / Category:Spirits of the Elid"
Spirits of the Elid,quest,Black golem,monster,enemy,0.99,False,quest category match,https://oldschool.runescape.wiki/w/Spirits_of_the_Elid,*Black golem (level 75) *Grey golem (level 75) *White golem (level 75) / Category:Spirits of the Elid
Spirits of the Elid,quest,Black golem,monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Spirits_of_the_Elid,*Black golem (level 75) *Grey golem (level 75) *White golem (level 75) / Category:Spirits of the Elid
Spirits of the Elid,quest,Garai,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Spirits_of_the_Elid,Category:Spirits of the Elid
Spirits of the Elid,quest,Genie (Spirits of the Elid),npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Spirits_of_the_Elid,"Go west from the general store in Nardah until you come to the crevice and use a rope on it. You need a light source, or else you'll be eaten alive by tiny bugs. Talk to the genie (the evil brother of the random event). He will tell you to  / Category:Spirits of the Elid"
Spirits of the Elid,quest,Genie (Spirits of the Elid),npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Spirits_of_the_Elid,"Go west from the general store in Nardah until you come to the crevice and use a rope on it. You need a light source, or else you'll be eaten alive by tiny bugs. Talk to the genie (the evil brother of the random event). He will tell you to  / Category:Spirits of the Elid"
Spirits of the Elid,quest,Ghaslor the Elder,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Spirits_of_the_Elid,Go to the house just north of the mayor's house and speak to Ghaslor the Elder. He will give you a ballad. Do not bank/drop the ballad as it is needed to complete the quest. / Category:Spirits of the Elid
Spirits of the Elid,quest,Ghaslor the Elder,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Spirits_of_the_Elid,Go to the house just north of the mayor's house and speak to Ghaslor the Elder. He will give you a ballad. Do not bank/drop the ballad as it is needed to complete the quest. / Category:Spirits of the Elid
Spirits of the Elid,quest,Grey golem,monster,enemy,0.99,False,quest category match,https://oldschool.runescape.wiki/w/Spirits_of_the_Elid,*Black golem (level 75) *Grey golem (level 75) *White golem (level 75) / Category:Spirits of the Elid
Spirits of the Elid,quest,Grey golem,monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Spirits_of_the_Elid,*Black golem (level 75) *Grey golem (level 75) *White golem (level 75) / Category:Spirits of the Elid
Spirits of the Elid,quest,Hallak,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Spirits_of_the_Elid,Category:Spirits of the Elid
Spirits of the Elid,quest,Nirrie,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Spirits_of_the_Elid,Category:Spirits of the Elid
Spirits of the Elid,quest,Shiratti the Custodian,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Spirits_of_the_Elid,Category:Spirits of the Elid
Spirits of the Elid,quest,Target,monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Spirits_of_the_Elid,Category:Spirits of the Elid
Spirits of the Elid,quest,Tirrie,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Spirits_of_the_Elid,Category:Spirits of the Elid
Spirits of the Elid,quest,White golem,monster,enemy,0.99,False,quest category match,https://oldschool.runescape.wiki/w/Spirits_of_the_Elid,*Black golem (level 75) *Grey golem (level 75) *White golem (level 75) / Category:Spirits of the Elid
Spirits of the Elid,quest,White golem,monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Spirits_of_the_Elid,*Black golem (level 75) *Grey golem (level 75) *White golem (level 75) / Category:Spirits of the Elid
Swan Song,quest,Arnold Lydspor,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Swan_Song,Category:Swan Song
Swan Song,quest,Devin Mendelberg,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Swan_Song,Category:Swan Song
Swan Song,quest,Franklin Caranos,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Swan_Song,Category:Swan Song
Swan Song,quest,George Laxmeister,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Swan_Song,Category:Swan Song
Swan Song,quest,Herman Caranos,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Swan_Song,"Once you reach the Colony, walk a short distance north-east, and speak to Herman Caranos. When you agree to help him, the quest will start. He will ask you to find the Wise Old Man of Draynor Village and secure his services. Agree to this,  / Category:Swan Song"
Swan Song,quest,Herman Caranos,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Swan_Song,"Once you reach the Colony, walk a short distance north-east, and speak to Herman Caranos. When you agree to help him, the quest will start. He will ask you to find the Wise Old Man of Draynor Village and secure his services. Agree to this,  / Category:Swan Song"
